internal_name,czech,english,french,spanish
"point_lilith_true","Pravá Lilith","True Lilith","Vraie Lilith","Lilith verdadera"
"point_lilith_oscu","Oskulační Lilith","Osculating Lilith","Lilith osculante","Lilith osculante"
"point_vertex","Vertex","Vertex","Vertex","Vértex"
"point_antivertex","Antivertex","Antivertex","Antivertex","Antivértex"
"point_part_of_fortune","Bod štěstí","Part of Fortune","Point de fortune","Punto de la fortuna"
"point_part_of_spirit","Duchovní bod","Part of Spirit","Point de l'esprit","Punto del espíritu"
"point_eris","Eris","Eris","Éris","Eris"
"point_sedna","Sedna","Sedna","Sedna","Sedna"
"point_haumea","Haumea","Haumea","Hauméa","Haumea"
"point_makemake","Makemake","Makemake","Makémaké","Makemake"
"point_quaoar","Quaoar","Quaoar","Quaoar","Quaoar"
"point_orcus","Orcus","Orcus","Orcus","Orcus"
"point_varuna","Varuna","Varuna","Varuna","Varuna"
"point_cupido","Cupido","Cupido","Cupidon","Cupido"
"point_hades","Hades","Hades","Hadès","Hades"
"point_zeus","Zeus","Zeus","Zeus","Zeus"
"point_kronos","Kronos","Kronos","Kronos","Kronos"
"point_apollon","Apollon","Apollon","Apollon","Apolón"
"point_admetos","Admetos","Admetos","Admetos","Admetos"
"point_vulcanus","Vulcanus","Vulcanus","Vulcanus","Vulcano"
"point_poseidon","Poseidon","Poseidon","Poséidon","Poseidón"
"radix_chart_area","Oblast radixu","Radix chart area","Zone thème radical","Área de carta radical"
"revolution","Revoluce","Revolution","Révolution","Revolución"
"revolution_lunar","Lunární","Lunar","Lunaire","Lunar"
"revolution_solar","Solar","Solar","Solaire","Solar"
"right_panel","Poloha","Location","Position","Ubicación"
"right_panel_description","Rozbalitelný obsah (vpravo). Vložte vlastnosti, protokoly atd.","Expandable content (right). Put properties, logs, etc.","Contenu extensible (droite). Mettez des propriétés, journaux, etc.","Contenido expandible (derecha). Coloque propiedades, registros, etc."
"save_workspace","Uložit pracovní prostor","Save Workspace","Enregistrer l'espace de travail","Guardar espacio de trabajo"
"search_fulltext","Fulltextové vyhledávání","Fulltext search","Recherche en texte intégral","Búsqueda de texto completo"
"search_placeholder","Hledat…","Search…","Rechercher…","Buscar…"
"section_jazyk","Jazyk","Language","Langue","Idioma"
"section_lokace","Lokace","Location","Lieu","Ubicación"
"section_manual","Manuál","Manual","Manuel","Manual"
"section_observable_objects","Pozorované objekty","Observable objects","Objets observables","Objetos observables"
"section_nastaveni_aspektu","Nastavení aspektů","Aspect settings","Aspects","Aspectos"
"section_system_domu","Systém domů","House system","Système de maisons","Sistema de casas"
"section_vzhled","Vzhled","Appearance","Apparence","Apariencia"
"select_glyph_set","Vybrat sadu symbolů","Select glyph set","Choisir le set de glyphes","Seleccionar set de glifos"
"select_language","Vybrat jazyk","Select language","Choisir la langue","Seleccionar idioma"
"select_preset","Vybrat přednastavení","Select preset","Choisir le thème","Seleccionar tema"
"selected","vybráno","selected","sélectionné","seleccionado"
"settings","Nastavení","Settings","Paramètres","Ajustes"
"settings_about","O Aplikaci a právní ujednání využití","About","À propos","Acerca"
"settings_guide","Návod ke stažení a odkaz na videa s návodem","Guide","Guide","Guía"
"settings_observable_objects_hint","Vyberte tělesa a body, které se mají v celé aplikaci počítat a zobrazovat.","Select the celestial bodies and points that should be computed and shown across the app.","Sélectionnez les corps célestes et les points à calculer et à afficher dans toute l’application.","Seleccione los cuerpos celestes y puntos que deben calcularse y mostrarse en toda la aplicación."
"settings_theme_accent","Akcent","Accent","Accent","Acento"
"settings_theme_canvas_end","Pozadí plátna konec","Canvas background end","Fin du fond du canevas","Fin del fondo del lienzo"
"settings_theme_canvas_start","Pozadí plátna začátek","Canvas background start","Début du fond du canevas","Inicio del fondo del lienzo"
"settings_theme_content_muted","Tlumený text obsahu","Content muted","Contenu atténué","Contenido atenuado"
"settings_theme_content_text_primary","Primární text obsahu","Content text primary","Texte principal du contenu","Texto principal del contenido"
"settings_theme_content_text_secondary","Sekundární text obsahu","Content text secondary","Texte secondaire du contenu","Texto secundario del contenido"
"settings_theme_hover_background","Pozadí při najetí","Hover background","Fond au survol","Fondo al pasar"
"settings_theme_main_sidebar_end","Pozadí hlavního panelu konec","Main sidebar background end","Fin du fond de la barre principale","Fin del fondo de la barra principal"
"settings_theme_main_sidebar_start","Pozadí hlavního panelu začátek","Main sidebar background start","Début du fond de la barre principale","Inicio del fondo de la barra principal"
"settings_theme_nav_text_primary","Primární text navigace","Nav text primary","Texte de navigation principal","Texto primario de navegación"
"settings_theme_nav_text_secondary","Sekundární text navigace","Nav text secondary","Texte de navigation secondaire","Texto secundario de navegación"
"settings_theme_palette_blurb","Upravte paletu aktivního motivu pro {{theme}}. Změny se promítnou do shellu aplikace a ploch rozvržení.","Edit the active theme palette for {{theme}}. Changes apply to the app shell and layout surfaces.","Modifiez la palette du thème actif pour {{theme}}. Les changements s’appliquent au shell de l’application et aux surfaces de mise en page.","Edite la paleta del tema activo para {{theme}}. Los cambios se aplican al shell de la app y a las superficies del diseño."
"settings_theme_palette_title","Paleta motivu","Theme palette","Palette du thème","Paleta del tema"
"settings_theme_reset_current","Obnovit aktuální motiv","Reset current theme","Réinitialiser le thème actuel","Restablecer tema actual"
"settings_theme_secondary_sidebar_end","Pozadí druhého panelu konec","Secondary sidebar background end","Fin du fond de la barre secondaire","Fin del fondo de la barra secundaria"
"settings_theme_secondary_sidebar_start","Pozadí druhého panelu začátek","Secondary sidebar background start","Début du fond de la barre secondaire","Inicio del fondo de la barra secundaria"
"settings_theme_selected_background","Pozadí vybraného stavu","Selected background","Fond sélectionné","Fondo seleccionado"
"settings_radix_aspect_lines_title","Radix — čáry aspektů","Radix wheel — aspect lines","Roue radix — lignes d’aspect","Rueda radix — líneas de aspecto"
"settings_radix_aspect_lines_hint","Tloušťka čáry odpovídá přesnosti aspektu vůči maximálnímu orbu daného typu. Prahové hodnoty jsou v procentech max. orbu (např. 1 % = velmi přesný aspekt).","Line thickness reflects how tight the orb is compared to the max orb for that aspect type. Each threshold is a percentage of the max orb (e.g. 1% = very exact).","L’épaisseur de ligne reflète la précision de l’orbe par rapport à l’orbe maximal de ce type d’aspect. Chaque seuil est un pourcentage de l’orbe max. (par ex. 1 % = très exact).","El grosor de la línea refleja lo exacto del orbe en relación con el orbe máximo para ese tipo de aspecto. Cada umbral es un porcentaje del orbe máximo (p. ej. 1 % = muy exacto)."
"settings_aspect_line_tight_pct","Prah těsný (% max. orbu)","Tight threshold (% of max orb)","Seuil serré (% de l’orbe max.)","Umbral estrecho (% del orbe máx.)"
"settings_aspect_line_medium_pct","Prah střední (% max. orbu)","Medium threshold (% of max orb)","Seuil moyen (% de l’orbe max.)","Umbral medio (% del orbe máx.)"
"settings_aspect_line_loose_pct","Prah volný (% max. orbu)","Loose threshold (% of max orb)","Seuil large (% de l’orbe max.)","Umbral amplio (% del orbe máx.)"
"settings_aspect_line_width_tight","Tloušťka čáry (těsný)","Stroke width (tight)","Épaisseur de trait (serré)","Grosor de línea (estrecho)"
"settings_aspect_line_width_medium","Tloušťka čáry (střední)","Stroke width (medium)","Épaisseur de trait (moyen)","Grosor de línea (medio)"
"settings_aspect_line_width_loose","Tloušťka čáry (volný)","Stroke width (loose)","Épaisseur de trait (large)","Grosor de línea (amplio)"
"settings_aspect_line_width_outer","Tloušťka čáry (ještě volnější)","Stroke width (looser than loose band)","Épaisseur de trait (au-delà du seuil large)","Grosor de línea (más amplio que la banda amplia)"
"settings_element_wheel_title","Kolo — klasické živly","Wheel — classical elements","Roue — éléments classiques","Rueda — elementos clásicos"
"settings_element_wheel_blurb","Barvy zvířetníku na radixovém kole. Oheň: Beran, Lev, Střelec. Země: Býk, Panna, Kozoroh. Vzduch: Blíženci, Váhy, Vodnář. Voda: Rak, Štír, Ryby.","Zodiac ring colors on the radix wheel. Fire: Aries, Leo, Sagittarius. Earth: Taurus, Virgo, Capricorn. Air: Gemini, Libra, Aquarius. Water: Cancer, Scorpio, Pisces.","Couleurs du zodiaque sur la roue radix. Feu : Bélier, Lion, Sagittaire. Terre : Taureau, Vierge, Capricorne. Air : Gémeaux, Balance, Verseau. Eau : Cancer, Scorpion, Poissons.","Colores del anillo zodiacal en la rueda radix. Fuego: Aries, Leo, Sagitario. Tierra: Tauro, Virgo, Capricornio. Aire: Géminis, Libra, Acuario. Agua: Cáncer, Escorpio, Piscis."
"settings_element_fire","Oheň","Fire","Feu","Fuego"
"settings_element_earth","Země","Earth","Terre","Tierra"
"settings_element_air","Vzduch","Air","Air","Aire"
"settings_element_water","Voda","Water","Eau","Agua"
"share","Sdílet","Share","Partager","Compartir"
"sidebar_dynamics","Dynamika","Dynamics","Dynamique","Dinámica"
"sidebar_horoscope","Horoskop","Horoscope","Thème","Carta natal"
"sidebar_information","Informace","Information","Informations","Información"
"sidebar_menu","Menu","Menu","Menu","Menú"
"sidebar_new","Nový","New","Nouveau","Nuevo"
"sidebar_open","Otevřít","Open","Ouvrir","Abrir"
"sidebar_save","Uložit","Save","Enregistrer","Guardar"
"sidebar_synastry","Synastrie","Synastry","Synastrie","Sinastría"
"sidebar_theme_cycle_hint","Aktuální: {{theme}}. Klikněte pro další motiv.","Current: {{theme}}. Click for next theme.","Actuel : {{theme}}. Clic pour le thème suivant.","Actual: {{theme}}. Clic para el siguiente tema."
"sidebar_theme_midnight","Půlnoc","Midnight","Minuit","Medianoche"
"sidebar_theme_noon","Poledne","Noon","Midi","Mediodía"
"sidebar_theme_sunrise","Svítání","Sunrise","Aube","Amanecer"
"sidebar_theme_twilight","Soumrak","Twilight","Crépuscule","Crepúsculo"
"sidebar_transits","Tranzity","Transits","Transits","Tránsitos"
"table_chart_type","Typ","Chart Type","Type de Carte","Tipo de Carta"
"table_date_time","Datum a čas","Date & Time","Date et Heure","Fecha y Hora"
"table_name","Název","Name","Nom","Nombre"
"table_place","Místo","Place","Lieu","Lugar"
"table_tags","Tagy","Tags","Tags","Etiquetas"
"table_tools","Nástroje Tabulky","Table Tools","Outils de Tableau","Herramientas de Tabla"
"table_tools_description","Filtry a pomocníci tabulky.","Table filters and helpers.","Filtres et aides de tableau.","Filtros y ayudantes de tabla."
"time_nav_apply_shift","Aplikovat posun","Apply Shift","Appliquer le Décalage","Aplicar Desplazamiento"
"time_nav_days","Dny","Days","Jours","Días"
"time_nav_hours","Hodiny","Hours","Heures","Horas"
"time_nav_minutes","Minuty","Minutes","Minutes","Minutos"
"time_nav_months","Měsíce","Months","Mois","Meses"
"time_nav_next","Další","Next","Suivant","Siguiente"
"time_nav_previous","Předchozí","Previous","Précédent","Anterior"
"time_nav_reset","Resetovat","Reset","Réinitialiser","Restablecer"
"time_nav_seconds","Sekundy","Seconds","Secondes","Segundos"
"time_nav_shift","Posun času","Time Shift","Décalage Temporel","Desplazamiento de Tiempo"
"time_nav_years","Roky","Years","Années","Años"
"time_range","Časové rozmezí","Time range","Plage horaire","Rango de tiempo"
"toast_chart_name_required","Zadejte název horoskopu.","Enter a chart name.","Saisissez un nom de thème.","Introduzca un nombre de carta."
"toast_compute_failed","Výpočet pozic selhal","Position calculation failed","Le calcul des positions a échoué","Error al calcular las posiciones"
"toast_export_coming_soon","Export do souboru zatím není dokončen — volby se uloží pro později.","File export is not wired up yet; your choices are remembered for later.","L’export fichier n’est pas encore prêt ; vos choix seront repris plus tard.","La exportación a archivo aún no está lista; sus opciones quedan para después."
"toast_nothing_to_save","Nic k uložení","Nothing to save","Rien à enregistrer","Nada que guardar"
"toast_nothing_to_save_hint","Nejdříve přidejte nebo otevřete horoskopy.","Add or open charts first.","Ajoutez ou ouvrez des thèmes.","Añada o abra cartas primero."
"toast_location_required","Nejdříve zadejte lokalitu.","Enter a location first.","Saisissez d’abord un lieu.","Introduzca primero una ubicación."
"toast_location_resolve_failed","Nepodařilo se dohledat lokalitu","Failed to resolve location","Impossible de résoudre le lieu","No se pudo resolver la ubicación"
"toast_coordinates_invalid","Zadejte platnou zeměpisnou šířku a délku.","Enter a valid latitude and longitude.","Saisissez une latitude et une longitude valides.","Introduzca una latitud y longitud válidas."
"toast_timezone_invalid","Zadejte platné časové pásmo.","Enter a valid timezone.","Saisissez un fuseau horaire valide.","Introduzca una zona horaria válida."
"toast_time_invalid","Zadejte platné datum, čas a časové pásmo.","Enter a valid date, time, and timezone.","Saisissez une date, une heure et un fuseau horaire valides.","Introduzca una fecha, hora y zona horaria válidas."
"toast_location_resolved","Lokalita nalezena","Location resolved","Lieu résolu","Ubicación resuelta"
"toast_save_failed","Uložení selhalo","Save failed","Enregistrement échoué","Error al guardar"
"toast_model_report_warnings","Upozornění modelu nastavení","Model settings warnings","Avertissements du modèle de réglages","Avisos del modelo de ajustes"
"toast_workspace_loaded","Pracovní prostor načten","Workspace loaded","Espace de travail chargé","Espacio de trabajo cargado"
"toast_workspace_open_error","Nepodařilo se otevřít pracovní prostor","Failed to open workspace","Impossible d’ouvrir l’espace","No se pudo abrir el espacio"
"toast_workspace_saved","Pracovní prostor uložen","Workspace saved","Espace enregistré","Espacio guardado"
"transit_loading","Počítám tranzity…","Computing transits…","Calcul des transits…","Calculando tránsitos…"
"transit_overlay_aspectarium_hint","Tranzit → radix","Transit → radix","Transit → radix","Tránsito → radix"
"transit_overlay_clear","Vymazat tranzitní vrstvu","Clear transit overlay","Effacer la couche de transit","Borrar capa de tránsito"
"transit_overlay_label","Tranzitní vrstva","Transit overlay","Couche de transit","Capa de tránsito"
"transit_overlay_no_aspects","Pro aktuální výběr nejsou k dispozici žádné tranzitní aspekty k radixu.","No transit-to-radix aspects are available for the current selection.","Aucun aspect transit-radix n’est disponible pour la sélection actuelle.","No hay aspectos tránsito-radix disponibles para la selección actual."
"transit_results_count","Výsledky: {count} záznamů","Results: {count} entries","Résultats : {count} entrées","Resultados: {count} entradas"
"transit_showing_first_50","Zobrazeno prvních 50 záznamů.","Showing first 50 entries.","Affichage des 50 premières entrées.","Mostrando las primeras 50 entradas."
"transits","Tranzity","Transits","Transits","Tránsitos"
"transits_2","Tranzity a direkce","Transits","Transits","Tránsitos"
"transits_aspects_major","Hlavní aspekty","Major aspects","Aspects majeurs","Aspectos mayores"
"transits_aspects_minor","Vedlejší aspekty","Minor aspects","Aspects mineurs","Aspectos menores"
"transits_aspects_subtitle","Nastavte aspekty a jejich orby pro výpočet tranzitů","Set aspects and orbs for transit calculation","Définissez les aspects et orbes pour le calcul des transits","Defina aspectos y orbes para el cálculo de tránsitos"
"transits_composite_area","Oblast tranzitů","Transits composite area","Zone transits","Área de tránsitos"
"transits_general_crossings","Hledat přechody přes hroty domů","Crossings","Passages","Cruces"
"transits_general_crossings_2","Hledat přechody přes hroty znamení","Crossings","Passages","Cruces"
"transits_general_item_date","Datum, den, měsíc, rok","Date","Date","Fecha"
"transits_general_item_time","čas","Time","Heure","Hora"
"transits_general_item_timezone","časové pásmo","Timezone","Fuseau","Zona"
"transits_general_precession","Korekce Precese","Precession","Précession","Precesión"
"transits_general_transit_2","Hledat meze působení tranzitů","Transit","Transit","Tránsito"
"transits_general_transit_primary","Primární direkce","Primary","Primaire","Primaria"
"transits_general_transit_secondary","Sekundární direkce","Secondary","Secondaire","Secundaria"
"transits_general_transit_transit","Tranzit","Transit","Transit","Tránsito"
"transits_geo_jupiter","☊♃ Uzel Jupiteru","☊♃ Jupiter node","☊♃ Nœud de Jupiter","☊♃ Nodo de Júpiter"
"transits_geo_mars","☊♂ Uzel Marsu","☊♂ Mars node","☊♂ Nœud de Mars","☊♂ Nodo de Marte"
"transits_geo_mercury","☊☿ Uzel Merkuru","☊☿ Mercury node","☊☿ Nœud de Mercure","☊☿ Nodo de Mercurio"
"transits_geo_neptune","☊♆ Uzel Neptunu","☊♆ Neptune node","☊♆ Nœud de Neptune","☊♆ Nodo de Neptuno"
"transits_geo_pluto","☊♇ Uzel Pluta","☊♇ Pluto node","☊♇ Nœud de Pluton","☊♇ Nodo de Plutón"
"transits_geo_saturn","☊♄ Uzel Saturnu","☊♄ Saturn node","☊♄ Nœud de Saturne","☊♄ Nodo de Saturno"
"transits_geo_uranus","☊♅ Uzel Uranu","☊♅ Uranus node","☊♅ Nœud d'Uranus","☊♅ Nodo de Urano"
"transits_geo_venus","☊♀ Uzel Venuše","☊♀ Venus node","☊♀ Nœud de Vénus","☊♀ Nodo de Venus"
"transits_group_asteroids","Asteroidy","Asteroids","Astéroïdes","Asteroides"
"observable_category_angles","Osy","Angles","Angles","Ángulos"
"observable_category_calculated_points","Vypočtené body","Calculated Points","Points calculés","Puntos calculados"
"observable_category_sensitive_points","Citlivé body","Sensitive Points","Points sensibles","Puntos sensibles"
"observable_category_fixed_stars","Hvězdy","Fixed Stars","Étoiles fixes","Estrellas fijas"
"transits_group_geo_nodes","Geocentrické uzly planet","Geocentric planetary nodes","Nœuds planétaires géocentriques","Nodos planetarios geocéntricos"
"transits_group_hypotheticals","Hypotetická tělesa","Hypothetical bodies","Corps hypothétiques","Cuerpos hipotéticos"
"transits_body_unsupported_hint","Zatím nepodporováno výpočetním enginem","Not yet supported by the calculation engine","Pas encore pris en charge par le moteur de calcul","Aún no soportado por el motor de cálculo"
"transits_group_luminaries","Světla","Luminaries","Luminaires","Luminarias"
"transits_group_lunar_nodes","Lunární uzly","Lunar nodes","Nœuds lunaires","Nodos lunares"
"transits_group_personal_planets","Osobní planety","Personal planets","Planètes personnelles","Planetas personales"
"transits_group_social","Společenské planety","Social planets","Planètes sociales","Planetas sociales"
"transits_group_transpersonal","Transpersonální planety","Transpersonal planets","Planètes transpersonnelles","Planetas transpersonales"
"transits_group_tno","Transneptunické objekty","Trans-Neptunian objects","Objets transneptuniens","Objetos transneptunianos"
"transits_label_period","Období","Period","Période","Período"
"transits_label_type","Typ","Type","Type","Tipo"
"transits_menu_aspects_used","Použité aspekty","Aspects used","Aspects utilisés","Aspectos usados"
"transits_menu_general","Obecné","General","Général","General"
"transits_menu_transited","Tranzitovaná tělesa","Transited bodies","Corps transités","Cuerpos transitados"
"transits_menu_transiting","Tranzitující tělesa","Transiting bodies","Corps en transit","Cuerpos en tránsito"
"transits_period_current","Aktuální","Current","Actuel","Actual"
"transits_period_custom","Nastavit období","Set period","Définir la période","Definir período"
"transits_period_from","Od","From","De","Desde"
"transits_period_to","Do","To","À","Hasta"
"transits_subtitle_general","Základní konfigurace výpočtu tranzitů","Basic transit calculation settings","Configuration de base des transits","Configuración básica de tránsitos"
"transits_subtitle_transited","Vyberte tělesa, která budou tranzitovaná","Select bodies that will be transited","Sélectionnez les corps qui seront transités","Seleccione los cuerpos que serán transitados"
"transits_subtitle_transiting","Vyberte tělesa, která budou považována za tranzitující","Select bodies treated as transiting","Sélectionnez les corps considérés en transit","Seleccione los cuerpos considerados en tránsito"
"transits_timezone_placeholder","UTC+1","UTC+1","UTC+1","UTC+1"
"zodiac_type","Typ zvěrokruhu","Zodiac Type","Type de Zodiaque","Tipo de Zodíaco"
"revolution_calculate","Vypočítat revoluci","Calculate revolution","Calculer la révolution","Calcular revolución"
"revolution_date_from","Od","From","Du","Desde"
"revolution_date_to","Do","To","Au","Hasta"
"revolution_fraction_denominator","Jmenovatel zlomku","Fraction denominator","Dénominateur de la fraction","Denominador de la fracción"
"revolution_kind_label","Typ revoluce","Revolution type","Type de révolution","Tipo de revolución"
"revolution_kind_lunar","Lunární","Lunar","Lunaire","Lunar"
"revolution_kind_relative","Relativ","Relative","Relative","Relativa"
"revolution_kind_solar","Solární","Solar","Solaire","Solar"
"revolution_scope_fraction","Volitelný zlomek","Custom fraction","Fraction personnalisée","Fracción personalizada"
"revolution_scope_label","Revoluce","Revolution","Révolution","Revolución"
"revolution_scope_quarters","Revoluce, půl a čtvrt revoluce","Revolution, half and quarter revolution","Révolution, demi et quart de révolution","Revolución, media y cuarto de revolución"
"revolution_scope_return","Pouze revoluce","Revolution only","Révolution uniquement","Solo revolución"
"revolution_set_period","Nastavit období","Set period","Définir la période","Definir período"
"revolution_submitted","Výpočet revoluce je připraven","Revolution calculation is ready","Le calcul de la révolution est prêt","El cálculo de la revolución está listo"
"revolution_trans_return","Trans-revoluce","Trans-revolution","Trans-révolution","Trans-revolución"
"synastry_chart","Horoskop","Chart","Thème","Carta"
"synastry_choose_chart","Vyberte uložený horoskop","Choose a saved chart","Choisir un thème enregistré","Elegir una carta guardada"
"synastry_create","Vytvořit horoskop","Create chart","Créer le thème","Crear carta"
"synastry_database","Databáze","Database","Base de données","Base de datos"
"synastry_date","Datum","Date","Date","Fecha"
"synastry_input_mode","Zdroj osoby","Person source","Source de la personne","Origen de la persona"
"synastry_location","Lokace","Location","Lieu","Lugar"
"synastry_location_placeholder","Zadejte město narození…","Enter birth city…","Saisissez la ville de naissance…","Introduce la ciudad de nacimiento…"
"synastry_manual","Ručně","Manual","Manuel","Manual"
"synastry_name","Název výpočtu","Calculation name","Nom du calcul","Nombre del cálculo"
"synastry_name_placeholder","Např. Martin & Petra","e.g. Martin & Petra","ex. Martin & Petra","p. ej. Martin & Petra"
"synastry_no_charts","Nejsou otevřené žádné horoskopy","No charts are open","Aucun thème n’est ouvert","No hay cartas abiertas"
"synastry_person_a","Osoba A","Person A","Personne A","Persona A"
"synastry_person_b","Osoba B","Person B","Personne B","Persona B"
"synastry_progression_date","Datum progresí","Progression date","Date des progressions","Fecha de progresiones"
"synastry_submitted","Vztahový horoskop je připraven","Relationship chart is ready","Le thème relationnel est prêt","La carta de relación está lista"
"synastry_swap","Prohodit osoby A/B","Swap persons A/B","Permuter les personnes A/B","Intercambiar personas A/B"
"synastry_time","Čas","Time","Heure","Hora"
"synastry_today","Dnešní datum","Today","Aujourd’hui","Hoy"
"synastry_type_coalescent","Coalescent","Coalescent","Coalescent","Coalescente"
"synastry_type_coalescent_description","Sloučený vztahový horoskop","Merged relationship chart","Thème relationnel fusionné","Carta de relación fusionada"
"synastry_type_composite","Kompozit","Composite","Composite","Compuesta"
"synastry_type_composite_description","Středové body mezi dvěma horoskopy","Midpoints between two charts","Points médians entre deux thèmes","Puntos medios entre dos cartas"
"synastry_type_davison","Davison","Davison","Davison","Davison"
"synastry_type_davison_description","Časoprostorový střed mezi dvěma narozeními","The spacetime midpoint between two births","Point médian spatio-temporel entre deux naissances","Punto medio espaciotemporal entre dos nacimientos"
"synastry_type_draconic-synastry","Drakonická synastrie","Draconic synastry","Synastrie draconique","Sinastría dracónica"
"synastry_type_draconic-synastry_description","Synastrie v drakonickém zodiaku","Synastry in the draconic zodiac","Synastrie dans le zodiaque draconique","Sinastría en el zodiaco dracónico"
"synastry_type_label","Typ horoskopu","Chart type","Type de thème","Tipo de carta"
"synastry_type_progressed-composite","Progresivní kompozit","Progressed composite","Composite progressé","Compuesta progresada"
"synastry_type_progressed-composite_description","Progresivní kompozitní horoskop","Progressed composite chart","Thème composite progressé","Carta compuesta progresada"
"synastry_type_progressed-synastry","Progresivní synastrie","Progressed synastry","Synastrie progressée","Sinastría progresada"
"synastry_type_progressed-synastry_description","Progresivní vztahová analýza","Progressed relationship analysis","Analyse relationnelle progressée","Análisis de relación progresado"
"synastry_type_synastry","Synastrie","Synastry","Synastrie","Sinastría"
"synastry_type_synastry_description","Porovnání dvou horoskopů mezi sebou","Comparison of two charts","Comparaison de deux thèmes","Comparación de dos cartas"
"dynamic_transits","Dynamické Transity","Dynamic Transits","Transits dynamiques","Tránsitos dinámicos"
